,Unnamed: 0,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery,description_lengths_cleaned,description_cleaned
106384,114107,US,tasty enough  a deliciously drinkable wine with mouthwatering flavors of cherries and raspberries and a tangy sprinking of cinnamon  nutmeg and pepper  very dry  but the fruity flavors are so ripe  the wine coats the palate with a honeyed richness  this is a jammy pinot meant for early drinking ,UNKNOWN,88,28,California,Santa Cruz County,Central Coast,UNKNOWN,UNKNOWN,Clos La Chance 2001 Pinot Noir (Santa Cruz County),Pinot Noir,Clos La Chance,28,tasti enough delici drinkabl wine mouthwat flavor cherri raspberri tangi sprink cinnamon nutmeg pepper dri fruiti flavor ripe wine coat palat honey rich jammi pinot meant earli drink
106388,114111,US,this is a wine that packs a lot of substance  although it has deliciously upfront flavors of cherries and berries  there s a meatiness to the palate that adds depth and interest  while crisp acidity defines the flavors on the palate  textbook santa lucia highlands pinot noir  fruity  complex and silky ,Rosella's Vineyard,88,50,California,Santa Lucia Highlands,Central Coast,UNKNOWN,UNKNOWN,Testarossa 2001 Rosella's Vineyard Pinot Noir (Santa Lucia Highlands),Pinot Noir,Testarossa,29,wine pack lot substanc although delici upfront flavor cherri berri meati palat add depth interest crisp acid defin flavor palat textbook santa lucia highland pinot noir fruiti complex silki
106689,114433,US,this elegant wine appeals from the first sniff to the last lingering flavors  vibrant in color  it tastes of rose petals  raspberries and cocoa powder  supple and balanced  it shows impressive structure and length  with hints of citrus  drink now through the mid      s ,L Cuvée,91,22,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Apolloni 2015 L Cuvée Pinot Noir (Willamette Valley),Pinot Noir,Apolloni,26,eleg wine appeal first sniff last linger flavor vibrant color tast rose petal raspberri cocoa powder suppl balanc show impress structur length hint citru drink mid
106975,114774,US,tight and herbal  this budget bottle brings a taste of wild strawberries  along with chewy tea infused tannins  the finish conveys an impression of chicken broth more than fruit ,UNKNOWN,85,25,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,60 Souls 2014 Pinot Noir (Willamette Valley),Pinot Noir,60 Souls,19,tight herbal budget bottl bring tast wild strawberri along chewi tea infus tannin finish convey impress chicken broth fruit
107050,114864,US,the lightest of sea smoke s trio of pinots  the     botella starts with ravishing aromas of red fruit confections like cherry pies and raspberry tarts  with notes of gingerbread and cinnamon sugar  tastes as good as it smells  just a deliciously gentle  pure pinot noir  good now  but the grippy tannins suggest midterm ageability ,Botella,90,40,California,Sta. Rita Hills,Central Coast,UNKNOWN,UNKNOWN,Sea Smoke 2005 Botella Pinot Noir (Sta. Rita Hills),Pinot Noir,Sea Smoke,35,lightest sea smoke trio pinot botella start ravish aroma red fruit confect like cherri pie raspberri tart note gingerbread cinnamon sugar tast good smell delici gentl pure pinot noir good grippi tannin suggest midterm ageabl
107073,114887,US,the descriptor  sun  is apt  for this pinot brims with the ripe  fruity flavors that only a brilliant  moderate climate can achieve  raspberries and cherries flood the palate  brightened by crisp coastal acidity  and given structure by silky  complex tannins  as delicious as this wine is  it should gain bottle complexity over the next eight years ,Sun,92,55,California,Sta. Rita Hills,Central Coast,UNKNOWN,UNKNOWN,Hilliard Bruce 2011 Sun Pinot Noir (Sta. Rita Hills),Pinot Noir,Hilliard Bruce,33,descriptor sun apt pinot brim ripe fruiti flavor brilliant moder climat achiev raspberri cherri flood palat brighten crisp coastal acid given structur silki complex tannin delici wine gain bottl complex next eight year
107135,114965,US,smells like pink bubblegum  tastes like sugary cherry pie filling  even at this price  it s not a bargain ,UNKNOWN,81,8,California,California,California Other,UNKNOWN,UNKNOWN,Turning Leaf NV Pinot Noir (California),Pinot Noir,Turning Leaf,13,smell like pink bubblegum tast like sugari cherri pie fill even price bargain
107157,114988,US,it s easy to appreciate this wine s generous  almost jammy aromas  they re followed by spicy  concentrated black cherry flavors backed by firm acidity and lots of fine grained tannins  this wine  from a vineyard owned by williams selyem co founder burt williams  tastes terrific now  but will show more complexity with time  try to save it until at least      ,Burt Williams' Morning Dew Ranch,94,78,California,Anderson Valley,UNKNOWN,Jim Gordon,@gordone_cellars,Williams Selyem 2013 Burt Williams' Morning Dew Ranch Pinot Noir (Anderson Valley),Pinot Noir,Williams Selyem,37,easi appreci wine gener almost jammi aroma follow spici concentr black cherri flavor back firm acid lot fine grain tannin wine vineyard own william selyem co founder burt william tast terrif show complex time tri save least
107288,115147,US,while lower priced than some of the loring single vineyard wines  this offers compelling characteristics and complexity  it smells like red and black cherries  black tea and cardamom  and tastes ripe but tangy  full bodied and very flavorful  it stays well balanced by firm acidity and fine tannins ,Russian River,92,36,California,Russian River Valley,Sonoma,Jim Gordon,@gordone_cellars,Loring Wine Company 2013 Russian River Pinot Noir (Russian River Valley),Pinot Noir,Loring Wine Company,31,lower price lore singl vineyard wine offer compel characterist complex smell like red black cherri black tea cardamom tast ripe tangi full bodi flavor stay well balanc firm acid fine tannin
107330,115189,France,this demonstrates the complexity of firm and concentrated vosne roman e  with a generous  fruity character  it shows its structure first  followed by beautiful red fruits  age for     years or more ,Domaine des Perdrix,91,75,Burgundy,Vosne-Romanée,UNKNOWN,Roger Voss,@vossroger,Domaines Devillard 2010 Domaine des Perdrix  (Vosne-Romanée),Pinot Noir,Domaines Devillard,19,demonstr complex firm concentr vosn roman e gener fruiti charact show structur first follow beauti red fruit age year
107502,115372,France,this is tight  tannic and offers red currant fruits  it has a dusty texture along with layers of acidity  spice and hints of wood aging  the wine is fresh with bright fruitiness and good acidity  the tannins do suggest aging potential  so don t drink before      ,Champ Salomon,88,43,Burgundy,Marsannay,UNKNOWN,Roger Voss,@vossroger,Domaine Collotte 2014 Champ Salomon  (Marsannay),Pinot Noir,Domaine Collotte,26,tight tannic offer red currant fruit dusti textur along layer acid spice hint wood age wine fresh bright fruiti good acid tannin suggest age potenti drink
107510,115380,US,this full bodied wine smells jammy and tastes superripe  like blackberry syrup  so it has a broad  soft texture and a mash up of late harvested fruit flavors that are very tasty ,Sky High Ranch,88,48,California,Mendocino Ridge,UNKNOWN,Jim Gordon,@gordone_cellars,Ferrari-Carano 2014 Sky High Ranch Pinot Noir (Mendocino Ridge),Pinot Noir,Ferrari-Carano,19,full bodi wine smell jammi tast superrip like blackberri syrup broad soft textur mash late harvest fruit flavor tasti
107511,115381,France,typically soft and ripe  this is already a delicious  fruity wine  it is strongly perfumed and has the acidity typical of the vintage  ripe red fruits and acidity are well balanced  with dry tannins that are still in the background  drink the wine from      ,UNKNOWN,88,25,Burgundy,Savigny-lès-Beaune,UNKNOWN,Roger Voss,@vossroger,Labouré-Roi 2014  Savigny-lès-Beaune,Pinot Noir,Labouré-Roi,24,typic soft ripe alreadi delici fruiti wine strongli perfum acid typic vintag ripe red fruit acid well balanc dri tannin still background drink wine
107670,115572,Argentina,from vines planted in       this is a rose tinted pinot with a woven  integrated bouquet of toast  mineral and berry fruits  there s more burgundian character here than new world  so it pours on the cerebral scents and flavors of tea  rose hip  strawberry and raspberry  reserved in style  but good to drink now and over the next few years  if      seems like a lot to spend on argentinean pinot  you should try to give this a taste at some point  you may be convinced otherwise ,No. 55,93,100,Other,Río Negro Valley,UNKNOWN,Michael Schachner,@wineschach,Bodega Chacra 2007 No. 55 Pinot Noir (Río Negro Valley),Pinot Noir,Bodega Chacra,44,vine plant rose tint pinot woven integr bouquet toast miner berri fruit burgundian charact new world pour cerebr scent flavor tea rose hip strawberri raspberri reserv style good drink next year seem like lot spend argentinean pinot tri give tast point may convinc otherwis
107879,115814,US,where else in this country can you find     pinot with actual varietal character  yes  it s quite young  light  lean  tart and even simple  but it does taste like the grape it s made from  and avoids the vegetal and the overtly leathery qualities of many of its rivals  gentle flavors of raspberry and cherry are supported with juicy acids and hints of spice  this would be a lovely companion to a simple roast chicken ,UNKNOWN,87,12,Oregon,Oregon,Oregon Other,Paul Gregutt,@paulgwine ,Eola Hills 2006 Pinot Noir (Oregon),Pinot Noir,Eola Hills,41,els countri find pinot actual variet charact ye quit young light lean tart even simpl tast like grape made avoid veget overtli leatheri qualiti mani rival gentl flavor raspberri cherri support juici acid hint spice would love companion simpl roast chicken
107971,115919,US,light and fruity  this shows some sugary sweetness  much like some of the inexpensive california pinots  it s a simple  quaffable red wine with a cherry lollipop flavor ,UNKNOWN,85,16,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Kudos 2014 Pinot Noir (Willamette Valley),Pinot Noir,Kudos,17,light fruiti show sugari sweet much like inexpens california pinot simpl quaffabl red wine cherri lollipop flavor
108037,115994,France,on the rustic side  this fruity wine has rhubarb and red fruit flavors  with intense acidity and a pure  juicy core  the soft tannins just underpin the fruity character  age for two years  although it s ready to drink now ,Clos du Cellier aux Moines Premier Cru,88,40,Burgundy,Givry,UNKNOWN,Roger Voss,@vossroger,Domaines Devillard 2010 Clos du Cellier aux Moines Premier Cru  (Givry),Pinot Noir,Domaines Devillard,24,rustic side fruiti wine rhubarb red fruit flavor intens acid pure juici core soft tannin underpin fruiti charact age two year although readi drink
108084,116065,France,a fruity  fragrant wine  it has a light structure  soft tannins and generous  juicy red berry fruits  the balanced touch of wood aging smoothes out some of the sharp corners  drink this attractive wine from      ,Vieilles Vignes,90,64,Burgundy,Volnay,UNKNOWN,Roger Voss,@vossroger,Roche de Bellene 2011 Vieilles Vignes  (Volnay),Pinot Noir,Roche de Bellene,22,fruiti fragrant wine light structur soft tannin gener juici red berri fruit balanc touch wood age smooth sharp corner drink attract wine
108277,116266,US,heavy and rich  as pinots from this vineyard tend to be  also exceptionally ripe  with massive cherry marmalade and smoky  sweet oak flavors  feels young and direct and easy to drink  with a fruity sweetness  glamorous  but the price seems out of line ,Sea Smoke Vineyard,90,80,California,Sta. Rita Hills,Central Coast,UNKNOWN,UNKNOWN,Foxen 2009 Sea Smoke Vineyard Pinot Noir (Sta. Rita Hills),Pinot Noir,Foxen,26,heavi rich pinot vineyard tend also except ripe massiv cherri marmalad smoki sweet oak flavor feel young direct easi drink fruiti sweet glamor price seem line
108288,116277,US,fruit is the star of this wine  it s gigantic and forward in sweet raspberry and cherry flavors that taste wild  picked under a hot summer sun  fortunately  there s a lot of acidity  and firm tannins provide additional structure  the finish is thoroughly dry  a bit in your face now  but could do interesting things over the years ,Sea Slopes Fort Ross Vineyard,90,24,California,Sonoma Coast,Sonoma,UNKNOWN,UNKNOWN,Fort Ross 2009 Sea Slopes Fort Ross Vineyard Pinot Noir (Sonoma Coast),Pinot Noir,Fort Ross,32,fruit star wine gigant forward sweet raspberri cherri flavor tast wild pick hot summer sun fortun lot acid firm tannin provid addit structur finish thoroughli dri bit face could interest thing year
108313,116313,US,from the heart of the laguna de santa rosa  this vineyard designate delights in rhubarb and strawberry  hugely pleasing in fresh fruitiness  complexity builds in its salty undertones and bright  sharp teases of blood orange and lemon  while the backbone is strong in floral driven minerality ,Martaella Vineyard,92,60,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Gary Farrell 2014 Martaella Vineyard Pinot Noir (Russian River Valley),Pinot Noir,Gary Farrell,29,heart laguna de santa rosa vineyard design delight rhubarb strawberri huge pleas fresh fruiti complex build salti underton bright sharp teas blood orang lemon backbon strong floral driven miner
